NAMC_ID,NAMC_CODE,NAMC_TERM_WORD,NATIVE_TERM,SECTION,ICD_Code,ICD_Title,Similarity_Score
1499,UAA1.7,Pal Utiral,பல் உதிரல்,Siddha,ED60.0,Physiological hypermelanosis,0.3376541659783483
1499,UAA1.7,Pal Utiral,பல் உதிரல்,Siddha,XA7675,Deciduous dentition,0.32464202224091543
1500,UAA1.8,Pal Karuttal,பல் கருத்தல்,Siddha,XA2US1,Surfaces of the teeth,0.5373524250161881
1500,UAA1.8,Pal Karuttal,பல் கருத்தல்,Siddha,DA07.8,Impacted teeth,0.5373524250161881
1500,UAA1.8,Pal Karuttal,பல் கருத்தல்,Siddha,DA08.11,Abrasion of teeth,0.5373524250161881
1501,UAA1.9,Pal Piḷattal,பல் பிளத்தல்,Siddha,DA07.61,Ankylosis of teeth,0.41105515205645077
1501,UAA1.9,Pal Piḷattal,பல் பிளத்தல்,Siddha,XA2US1,Surfaces of the teeth,0.41105515205645077
1501,UAA1.9,Pal Piḷattal,பல் பிளத்தல்,Siddha,DA07.7,Embedded teeth,0.41105515205645077
1502,UAA1.10,Pal Puẕu,பல் புழு,Siddha,DA08.0,Dental caries,0.4176861593502977
1502,UAA1.10,Pal Puẕu,பல் புழு,Siddha,SM1E,Dental caries disorder (TM2),0.37527803892054146
1502,UAA1.10,Pal Puẕu,பல் புழு,Siddha,XM2UP7,Miyari bacteria,0.31255317153234297
1503,UAA1.11,Pal Ūṇ Melivu,பல் ஊண் மெலிவு,Siddha,XM8PE1,Pulp devitalizing paste,0.622887149138226
1503,UAA1.11,Pal Ūṇ Melivu,பல் ஊண் மெலிவு,Siddha,XM1JW3,"Dressing, live pulp",0.622887149138226
1503,UAA1.11,Pal Ūṇ Melivu,பல் ஊண் மெலிவு,Siddha,DA09.4,Pulp degeneration,0.622887149138226
1504,UB,PallaṭI Nōykaḷ,பல்லடி நோய்கள்,Siddha,XM6DW9,Guar gum (medicinal),0.5997136791978601
1504,UB,PallaṭI Nōykaḷ,பல்லடி நோய்கள்,Siddha,XM1J98,Karaya (gum),0.5997136791978601
1504,UB,PallaṭI Nōykaḷ,பல்லடி நோய்கள்,Siddha,XM1FG7,Sweet gum,0.4165734035068226
1505,UBA,Vaḷi,வளி,Siddha,XM6DW9,Guar gum (medicinal),0.7221271747645981
1505,UBA,Vaḷi,வளி,Siddha,XM1J98,Karaya (gum),0.7221271747645981
1505,UBA,Vaḷi,வளி,Siddha,XM1FG7,Sweet gum,0.5016043245150111
1506,UBA1.1,Pallaṭi Tuḷai,பல்லடி துளை,Siddha,XE0X4,Material puncture or hole,0.5265849539726358
1506,UBA1.1,Pallaṭi Tuḷai,பல்லடி துளை,Siddha,XE7SF,"Auger, post hole digger",0.3946129833337405
1506,UBA1.1,Pallaṭi Tuḷai,பல்லடி துளை,Siddha,XE2AN,"Tear, rip or hole in device packaging",0.38909065895746686
1507,UBA1.2,Pallaṭi Ūṉkuṟaital,பல்லடி ஊண்குறைதல்,Siddha,DA0D.0,Gingival recession,0.4024183871795566
1507,UBA1.2,Pallaṭi Ūṉkuṟaital,பல்லடி ஊண்குறைதல்,Siddha,XE5PJ,Exposure to ionizing radiation,0.28455277044881805
1507,UBA1.2,Pallaṭi Ūṉkuṟaital,பல்லடி ஊண்குறைதல்,Siddha,9A73,Exposure keratitis,0.28455277044881805
1508,UBA1.3,Pallaṭi Karuttal,பல்லடி கருத்தல்,Siddha,XM99P5,Melanoma vaccine,0.25980999811461253
1508,UBA1.3,Pallaṭi Karuttal,பல்லடி கருத்தல்,Siddha,2D05.0,Melanoma of choroid,0.25980999811461253
1508,UBA1.3,Pallaṭi Karuttal,பல்லடி கருத்தல்,Siddha,XH0QL5,Epithelioid cell melanoma,0.25980999811461253
1509,UBA1.4,Pallaṭi Karaivu,பல்லடி கரைவு,Siddha,DA08.12,Erosion of teeth,0.3259309921610337
1509,UBA1.4,Pallaṭi Karaivu,பல்லடி கரைவு,Siddha,XM6SE3,Ethyl esters of iodised fatty acids,0.27792579333029815
1509,UBA1.4,Pallaṭi Karaivu,பல்லடி கரைவு,Siddha,DA51.52,Chemical duodenitis,0.27792579333029815
1510,UBA1.5,Pallaṭi Vīkkam,பல்லடி வீக்கம்,Siddha,1C4Z,Unspecified bacterial disease,0.2314499917955308
1510,UBA1.5,Pallaṭi Vīkkam,பல்லடி வீக்கம்,Siddha,1C44,Non-pyogenic bacterial infections of the skin,0.2200557947019225
1510,UBA1.5,Pallaṭi Vīkkam,பல்லடி வீக்கம்,Siddha,FA10.0,Bacterial infection of joint,0.2174645661992803
1511,UBA1.6,Pallaṭi Kotippu,பல்லடி கொதிப்பு,Siddha,XM6DW9,Guar gum (medicinal),0.537819436261445
1511,UBA1.6,Pallaṭi Kotippu,பல்லடி கொதிப்பு,Siddha,XM1J98,Karaya (gum),0.537819436261445
1511,UBA1.6,Pallaṭi Kotippu,பல்லடி கொதிப்பு,Siddha,SM1B,Bleeding gum disorder (TM2),0.4623294120943229
1512,UBA1.7,Pallaṭi Mañcaḷātal,பல்லடி மஞ்சளாதல்,Siddha,XA6CZ2,Teeth,0.3895549943467172
1512,UBA1.7,Pallaṭi Mañcaḷātal,பல்லடி மஞ்சளாதல்,Siddha,XA2US1,Surfaces of the teeth,0.3895549943467172
1512,UBA1.7,Pallaṭi Mañcaḷātal,பல்லடி மஞ்சளாதல்,Siddha,DA07.8,Impacted teeth,0.3895549943467172
1513,UBA1.8,Pallaṭi Kaṭṭi,பல்லடி கட்டி,Siddha,NA0D.10,Concussion of periodontal tissue,0.4545715134842607
1513,UBA1.8,Pallaṭi Kaṭṭi,பல்லடி கட்டி,Siddha,DA0C.Z,"Periodontal disease, unspecified",0.33558979367813413
1513,UBA1.8,Pallaṭi Kaṭṭi,பல்லடி கட்டி,Siddha,DA0C,Periodontal disease,0.33558979367813413
1514,UBA1.9,Pallaṭi Ūṇvaḷarcci,பல்லடி ஊண்வளர்ச்சி,Siddha,DA0B,Gingival diseases,0.3831793334414398
1514,UBA1.9,Pallaṭi Ūṇvaḷarcci,பல்லடி ஊண்வளர்ச்சி,Siddha,DA0B.Z,"Gingival diseases, unspecified",0.3831793334414398
1514,UBA1.9,Pallaṭi Ūṇvaḷarcci,பல்லடி ஊண்வளர்ச்சி,Siddha,DA0D.5,Gingival ulceration,0.3492711357472405
1515,UBA1.10,Pallaṭi Veḷuttal,பல்லடி வெளுத்தல்,Siddha,XM0GA2,White bean,0.4204458403719711
1515,UBA1.10,Pallaṭi Veḷuttal,பல்லடி வெளுத்தல்,Siddha,XM5AD4,White mulberry,0.4204458403719711
1515,UBA1.10,Pallaṭi Veḷuttal,பல்லடி வெளுத்தல்,Siddha,XM6V15,White hickory,0.4204458403719711
1516,UBA1.11,Pallaṭi Palaniṟamaṭaital,பல்லடி பலநிறமடைதல்,Siddha,ED60.0,Physiological hypermelanosis,0.2815645471364626
1516,UBA1.11,Pallaṭi Palaniṟamaṭaital,பல்லடி பலநிறமடைதல்,Siddha,XM6VL9,Iodine for thyroid conditions (antithyroid),0.27071392325006943
1516,UBA1.11,Pallaṭi Palaniṟamaṭaital,பல்லடி பலநிறமடைதல்,Siddha,EB02.Y,Other conditions mediated by cholinergic activation,0.27071392325006943
1517,V,Pālviṉai Nōykaḷ,பால்வினை நோய்கள்,Siddha,1A9Z,"Predominantly sexually transmitted infections, unspecified",0.6192913142691401
1517,V,Pālviṉai Nōykaḷ,பால்வினை நோய்கள்,Siddha,MG24.G,Fear of sexually transmitted disease male,0.5329907721555773
1517,V,Pālviṉai Nōykaḷ,பால்வினை நோய்கள்,Siddha,MG24.E,Fear of sexually transmitted disease female,0.5277490624645604
1518,VA,Korukku Nōy,கொருக்கு நோய்,Siddha,5C64.1,Disorders of iron metabolism,0.4229539112197712
1518,VA,Korukku Nōy,கொருக்கு நோய்,Siddha,3A9Z,"Anaemias or other erythrocyte disorders, unspecified",0.4229539112197712
1518,VA,Korukku Nōy,கொருக்கு நோய்,Siddha,5A71.Z,"Adrenogenital disorders, unspecified",0.4229539112197712
1520,VAA1.1,Vaḷi Korukku Nōy,வளிக்கொருக்கு நோய்,Siddha,XA75T3,Membranous urethra,0.3072999502576937
1520,VAA1.1,Vaḷi Korukku Nōy,வளிக்கொருக்கு நோய்,Siddha,NB92.31,Laceration of urethra,0.3072999502576937
1520,VAA1.1,Vaḷi Korukku Nōy,வளிக்கொருக்கு நோய்,Siddha,XA5TA5,Urethra,0.3072999502576937
1521,VAB,Aẕal,அழல்,Siddha,SS5C,Aẕal-predominant Vaḷi body constitution pattern (TM2),0.5753898923629959
1521,VAB,Aẕal,அழல்,Siddha,SS5A,Vaḷi-predominant Aẕal body constitution pattern (TM2),0.5753898923629959
1521,VAB,Aẕal,அழல்,Siddha,SS58,Aẕal body constitution pattern (TM2),0.5753898923629959
1522,VAB1.1,Aẕal Korukku Nōy,அழல் கொருக்கு நோய்,Siddha,GB71.1,Calculus in urethra,0.30103906378604445
1522,VAB1.1,Aẕal Korukku Nōy,அழல் கொருக்கு நோய்,Siddha,2C93.0,Adenocarcinoma of urethra or paraurethral gland,0.30103906378604445
1522,VAB1.1,Aẕal Korukku Nōy,அழல் கொருக்கு நோய்,Siddha,XA75T3,Membranous urethra,0.30103906378604445
1523,VAC,Aiyam,ஐயம்,Siddha,SS5B,Vaḷi-predominant Aiyam body constitution pattern (TM2),0.70144807355646
1523,VAC,Aiyam,ஐயம்,Siddha,SS59,Aiyam body constitution pattern (TM2),0.70144807355646
1523,VAC,Aiyam,ஐயம்,Siddha,SS5D,Aẕal-predominant Aiyam body constitution pattern (TM2),0.6270403737205282
1524,VAC1.1,Aiya Korukku Nōy,ஐயக்கொருக்கு நோய்,Siddha,NB92.31,Laceration of urethra,0.29943998709557396
1524,VAC1.1,Aiya Korukku Nōy,ஐயக்கொருக்கு நோய்,Siddha,GB71.1,Calculus in urethra,0.29943998709557396
1524,VAC1.1,Aiya Korukku Nōy,ஐயக்கொருக்கு நோய்,Siddha,XA75T3,Membranous urethra,0.29943998709557396
1526,VAD1.1,Mukkuṟṟa Korukku Nōy,முக்குற்றக்கொருக்கு நோய்,Siddha,GA80.0,Aphthosis of penis or scrotum,0.3391188311160958
1526,VAD1.1,Mukkuṟṟa Korukku Nōy,முக்குற்றக்கொருக்கு நோய்,Siddha,XA5TA5,Urethra,0.27705190547860553
1526,VAD1.1,Mukkuṟṟa Korukku Nōy,முக்குற்றக்கொருக்கு நோய்,Siddha,NB92.30,Contusion of urethra,0.27705190547860553
1527,VAD1.2,Kuruti Korukku Nōy,குருதிக்கொருக்கு நோய்,Siddha,XH5CT4,Pigmented dermatofibrosarcoma protuberans,0.3326190267022258
1527,VAD1.2,Kuruti Korukku Nōy,குருதிக்கொருக்கு நோய்,Siddha,XH4VD0,Pigmented epithelioid melanocytoma,0.3326190267022258
1527,VAD1.2,Kuruti Korukku Nōy,குருதிக்கொருக்கு நோய்,Siddha,FA27.1,Pigmented villonodular synovitis,0.3326190267022258
1528,W,Cura Nōykaḷ,சுர நோய்கள்,Siddha,1C1J,Relapsing fever,0.32976508730882054
1528,W,Cura Nōykaḷ,சுர நோய்கள்,Siddha,XN7W2,Alkhurma hemorrhagic fever virus,0.32976508730882054
1528,W,Cura Nōykaḷ,சுர நோய்கள்,Siddha,XM0E84,Rocky Mountain spotted fever vaccines,0.32976508730882054
1529,WA,Thanvazhi Suram,தன்வழி சுரம்,Siddha,XA5JN6,Internal capsule,0.4258181183906434
1529,WA,Thanvazhi Suram,தன்வழி சுரம்,Siddha,XA5JN1,Internal carotid plexus,0.4258181183906434
1529,WA,Thanvazhi Suram,தன்வழி சுரம்,Siddha,XA46B9,Internal jugular vein,0.4258181183906434
1530,WAA,Vaḷi,வளி,Siddha,XA3V69,Internal mammary vein,0.5860728660575091
1530,WAA,Vaḷi,வளி,Siddha,9D01.0,Internal ophthalmoplegia,0.5860728660575091
1530,WAA,Vaḷi,வளி,Siddha,XA4HL2,Internal iliac artery,0.5860728660575091
1531,WAA1.1,Vāta Curam,வாத சுரம்,Siddha,NA09.Z,"Traumatic amputation of part of head, unspecified",0.26361144731248015
1531,WAA1.1,Vāta Curam,வாத சுரம்,Siddha,NC92.40,Avulsion of fibular head,0.26361144731248015
1531,WAA1.1,Vāta Curam,வாத சுரம்,Siddha,XA20Q1,Head,0.26361144731248015
1532,WAA1.2,Vātapitta Curam,வாதபித்த சுரம்,Siddha,1C11.1,Trench fever,0.3916062931031733
1532,WAA1.2,Vātapitta Curam,வாதபித்த சுரம்,Siddha,1C31,Spotted fever,0.3916062931031733
1532,WAA1.2,Vātapitta Curam,வாதபித்த சுரம்,Siddha,1D41,Colorado tick fever,0.3916062931031733
1533,WAA1.3,Vātakapa Curam,வாதகப சுரம்,Siddha,XN7W2,Alkhurma hemorrhagic fever virus,0.2916103302576909
1533,WAA1.3,Vātakapa Curam,வாதகப சுரம்,Siddha,1C33,Q fever,0.2916103302576909
1533,WAA1.3,Vātakapa Curam,வாதகப சுரம்,Siddha,1C31.Z,"Spotted fever, unspecified",0.2916103302576909
1534,WAA1.4,Veḷi Curam,வெளி சுரம்,Siddha,1A07.Z,"Typhoid fever, unspecified",0.4169379206918703
1534,WAA1.4,Veḷi Curam,வெளி சுரம்,Siddha,1B50,Scarlet fever,0.4169379206918703
1534,WAA1.4,Veḷi Curam,வெளி சுரம்,Siddha,1A07,Typhoid fever,0.4169379206918703
1535,WAA1.5,Viṭṭuvarum Curam,விட்டுவரும் சுரம்,Siddha,1A07.Z,"Typhoid fever, unspecified",0.4662023856571947
1535,WAA1.5,Viṭṭuvarum Curam,விட்டுவரும் சுரம்,Siddha,1B50,Scarlet fever,0.4662023856571947
1535,WAA1.5,Viṭṭuvarum Curam,விட்டுவரும் சுரம்,Siddha,1D44,Rift Valley fever,0.4662023856571947
1536,WAA1.6,Pakal Curam,பகல் சுரம்,Siddha,8A07.2,Excessive startle reflex,0.2902902189230923
1536,WAA1.6,Pakal Curam,பகல் சுரம்,Siddha,XE77H,Excessive heating,0.2902902189230923
1536,WAA1.6,Pakal Curam,பகல் சுரம்,Siddha,XE9C7,Excessive cooling,0.2902902189230923
1537,WAA1.7,Atikālai Curam,அதிகாலை சுரம்,Siddha,XE9C7,Excessive cooling,0.284204149976719
1537,WAA1.7,Atikālai Curam,அதிகாலை சுரம்,Siddha,XE77H,Excessive heating,0.284204149976719
1537,WAA1.7,Atikālai Curam,அதிகாலை சுரம்,Siddha,8A07.2,Excessive startle reflex,0.284204149976719
1538,WAA1.8,Ēppa Curam,ஏப்ப சுரம்,Siddha,XA20Q1,Head,0.25719925212139483
1538,WAA1.8,Ēppa Curam,ஏப்ப சுரம்,Siddha,NA09,Traumatic amputation of part of head,0.25719925212139483
1538,WAA1.8,Ēppa Curam,ஏப்ப சுரம்,Siddha,XA1412,Head of pancreas,0.25719925212139483
1539,WAA1.9,Koṭṭāvi Curam,கொட்டாவி சுரம்,Siddha,XA20Q1,Head,0.25883975738063153
1539,WAA1.9,Koṭṭāvi Curam,கொட்டாவி சுரம்,Siddha,NA09,Traumatic amputation of part of head,0.25883975738063153
1539,WAA1.9,Koṭṭāvi Curam,கொட்டாவி சுரம்,Siddha,XA0K77,Fibular head,0.25883975738063153
1540,WAA1.10,Tukka Curam,துக்க சுரம்,Siddha,XE7S3,Use of incorrect control settings,0.4090963108656642
1540,WAA1.10,Tukka Curam,துக்க சுரம்,Siddha,XE3YJ,Control valve component of medical device,0.30299954113684674
1540,WAA1.10,Tukka Curam,துக்க சுரம்,Siddha,XE5YL,Vehicle out of control without mention of collision with another vehicle or fixed object,0.30299954113684674
1541,WAB,Aẕal,அழல்,Siddha,XA3EG0,Internal iliac vein,0.5839550861178798
1541,WAB,Aẕal,அழல்,Siddha,XA92E2,Intercostals internal tendon,0.5839550861178798
1541,WAB,Aẕal,அழல்,Siddha,XA45G1,Internal oblique abdominis tendon,0.5839550861178798
1542,WAB1.1,Pitta Curam,பித்த சுரம்,Siddha,SP52,Fever disorder with excessive salivation (TM2),0.2733457621461766
1542,WAB1.1,Pitta Curam,பித்த சுரம்,Siddha,XE77H,Excessive heating,0.24628147430217173
1542,WAB1.1,Pitta Curam,பித்த சுரம்,Siddha,XE9C7,Excessive cooling,0.24628147430217173
1543,WAB1.2,Pittavāta Curam,பித்தவாத சுரம்,Siddha,NE85.2,Complications of other reattached body part,0.29430292761507393
1543,WAB1.2,Pittavāta Curam,பித்தவாத சுரம்,Siddha,XE8W8,"Body powder, talc",0.29430292761507393
1543,WAB1.2,Pittavāta Curam,பித்தவாத சுரம்,Siddha,9A90.Z,"Degeneration of iris or ciliary body, unspecified",0.29430292761507393
1544,WAB1.3,Pittakapa Curam,பித்தகப சுரம்,Siddha,XM0E84,Rocky Mountain spotted fever vaccines,0.29642191551838043
1544,WAB1.3,Pittakapa Curam,பித்தகப சுரம்,Siddha,1D42,O'nyong-nyong fever,0.29642191551838043
1544,WAB1.3,Pittakapa Curam,பித்தகப சுரம்,Siddha,1C11.00,Oroya fever,0.29642191551838043
1545,WAB1.4,Naḷir Curam,நளிர் சுரம்,Siddha,1A08,Paratyphoid fever,0.3065790933791866
1545,WAB1.4,Naḷir Curam,நளிர் சுரம்,Siddha,1C31,Spotted fever,0.3065790933791866
1545,WAB1.4,Naḷir Curam,நளிர் சுரம்,Siddha,1C31.0,Spotted fever due to Rickettsia rickettsii,0.3065790933791866
1546,WAB1.5,Mēṉi Curam,மேனி சுரம்,Siddha,EB90.4,Calcification of skin or subcutaneous tissue,0.3685312124469601
1546,WAB1.5,Mēṉi Curam,மேனி சுரம்,Siddha,ME65.1,Itching of skin,0.33622915183460594
1546,WAB1.5,Mēṉi Curam,மேனி சுரம்,Siddha,ME65.0,Burning of skin,0.3291642685056746
1547,WAB1.6,Uḷ Curam,உள் சுரம்,Siddha,XA3Z33,Internal os,0.4102281525140491
1547,WAB1.6,Uḷ Curam,உள் சுரம்,Siddha,XA92E2,Intercostals internal tendon,0.4102281525140491
1547,WAB1.6,Uḷ Curam,உள் சுரம்,Siddha,XA45G1,Internal oblique abdominis tendon,0.4102281525140491
1548,WAB1.7,Viṭā Curam,விடா சுரம்,Siddha,XH5M35,"Monoclonal B-cell lymphocytosis, non-CLL type",0.3278441668609391
1548,WAB1.7,Viṭā Curam,விடா சுரம்,Siddha,XE03W,Aero (non-motored) sports,0.2477108777681923
1548,WAB1.7,Viṭā Curam,விடா சுரம்,Siddha,XM9KG1,Non-selective monoamine reuptake inhibitors,0.2477108777681923
1549,WAB1.8,Ceṅkaṟaic Curam,செங்கறைச் சுரம்,Siddha,VV9Z,"General tasks and demands, unspecified",0.2676267680450003
1549,WAB1.8,Ceṅkaṟaic Curam,செங்கறைச் சுரம்,Siddha,XD4U38,General purpose electrocardiographs,0.2676267680450003
1549,WAB1.8,Ceṅkaṟaic Curam,செங்கறைச் சுரம்,Siddha,QA00.0,General adult medical examination,0.2676267680450003
1550,WAB1.9,Muṟai Curam,முறை சுரம்,Siddha,1A07.Z,"Typhoid fever, unspecified",0.589584479432877
1550,WAB1.9,Muṟai Curam,முறை சுரம்,Siddha,1B50,Scarlet fever,0.589584479432877
1550,WAB1.9,Muṟai Curam,முறை சுரம்,Siddha,1A07,Typhoid fever,0.589584479432877
1551,WAB1.10,Mayakka Curam,மயக்க சுரம்,Siddha,1A07.Z,"Typhoid fever, unspecified",0.4660785443379115
1551,WAB1.10,Mayakka Curam,மயக்க சுரம்,Siddha,1D44,Rift Valley fever,0.4660785443379115
1551,WAB1.10,Mayakka Curam,மயக்க சுரம்,Siddha,1D45,Sandfly fever,0.4660785443379115
1552,WAB1.11,Pitaṟṟal Curam,பிதற்றல் சுரம்,Siddha,1A07.Z,"Typhoid fever, unspecified",0.5974282582243796
1552,WAB1.11,Pitaṟṟal Curam,பிதற்றல் சுரம்,Siddha,1C31.0,Spotted fever due to Rickettsia rickettsii,0.5974282582243796
1552,WAB1.11,Pitaṟṟal Curam,பிதற்றல் சுரம்,Siddha,1D2Z,"Dengue fever, unspecified",0.5974282582243796
1553,WAB1.12,Puẕuc Curam,புழுச் சுரம்,Siddha,SQ50,Worm infestation disorder (TM2),0.3646389519152385
1553,WAB1.12,Puẕuc Curam,புழுச் சுரம்,Siddha,XN857,Infestation by beetle,0.3042774595179081
1553,WAB1.12,Puẕuc Curam,புழுச் சுரம்,Siddha,1G07.0,Infestation by Demodex,0.3042774595179081
1554,WAB1.13,Mañcaṭ Curam,மஞ்சட் சுரம்,Siddha,XN9S3,Yellow fever virus,0.30144594050513573
1554,WAB1.13,Mañcaṭ Curam,மஞ்சட் சுரம்,Siddha,XM3418,"Yellow fever, live attenuated",0.30144594050513573
1554,WAB1.13,Mañcaṭ Curam,மஞ்சட் சுரம்,Siddha,XM0N24,Yellow fever vaccines,0.30144594050513573
1555,WAB1.14,Kālaic Curam,காலைச் சுரம்,Siddha,XE77H,Excessive heating,0.2948657051630536
1555,WAB1.14,Kālaic Curam,காலைச் சுரம்,Siddha,8A07.2,Excessive startle reflex,0.2948657051630536
1555,WAB1.14,Kālaic Curam,காலைச் சுரம்,Siddha,XE9C7,Excessive cooling,0.2948657051630536
1556,WAB1.15,Tīvaraṭci Curam,தீவரட்சி சுரம்,Siddha,XA0UK0,Bone tissue,0.27849960993545464
1556,WAB1.15,Tīvaraṭci Curam,தீவரட்சி சுரம்,Siddha,8B10.Z,"Transient ischaemic attack, unspecified",0.27814367787658784
1556,WAB1.15,Tīvaraṭci Curam,தீவரட்சி சுரம்,Siddha,8B10,Transient ischaemic attack,0.27814367787658784
1557,WAB1.16,Aṉal Curam,அனல் சுரம்,Siddha,MB25.3,Thought blocking,0.4087452830557253
1557,WAB1.16,Aṉal Curam,அனல் சுரம்,Siddha,MB26.11,Thought insertion,0.4087452830557253
1557,WAB1.16,Aṉal Curam,அனல் சுரம்,Siddha,MB26.10,Thought broadcasting,0.4087452830557253
1558,WAB1.17,Vānti Curam,வாந்தி சுரம்,Siddha,ME03.1,Absent bowel sounds,0.35828528039065344
1558,WAB1.17,Vānti Curam,வாந்தி சுரம்,Siddha,ME03.0,Hyperactive bowel sounds,0.35828528039065344
1558,WAB1.17,Vānti Curam,வாந்தி சுரம்,Siddha,XM1CE0,Rotavirus diarrhoea vaccines,0.30086393129625705
1559,WAB1.18,Viyarvai Curam,வியர்வை சுரம்,Siddha,SP52,Fever disorder with excessive salivation (TM2),0.28199419646540136
1559,WAB1.18,Viyarvai Curam,வியர்வை சுரம்,Siddha,8A07.2,Excessive startle reflex,0.2540736168904484
1559,WAB1.18,Viyarvai Curam,வியர்வை சுரம்,Siddha,XE9C7,Excessive cooling,0.2540736168904484
1560,WAB1.19,Tūṅkāc Curam,தூங்காச் சுரம்,Siddha,MB26.10,Thought broadcasting,0.3979557330647819
1560,WAB1.19,Tūṅkāc Curam,தூங்காச் சுரம்,Siddha,MB26.11,Thought insertion,0.3979557330647819
1560,WAB1.19,Tūṅkāc Curam,தூங்காச் சுரம்,Siddha,MB25.3,Thought blocking,0.3979557330647819
1561,WAB1.20,Naṭukkal Curam,நடுக்கல் சுரம்,Siddha,8A07.2,Excessive startle reflex,0.2979251109159273
1561,WAB1.20,Naṭukkal Curam,நடுக்கல் சுரம்,Siddha,XE9C7,Excessive cooling,0.2979251109159273
1561,WAB1.20,Naṭukkal Curam,நடுக்கல் சுரம்,Siddha,XE77H,Excessive heating,0.2979251109159273
1562,WAB1.21,Ēval Curam,ஏவல் சுரம்,Siddha,XE68C,Other school-related recreational activities,0.3754174786422919
1562,WAB1.21,Ēval Curam,ஏவல் சுரம்,Siddha,1D42,O'nyong-nyong fever,0.3195478582151004
1562,WAB1.21,Ēval Curam,ஏவல் சுரம்,Siddha,1D2Z,"Dengue fever, unspecified",0.3195478582151004
1563,WAB1.22,Cērkkai Curam,சேர்க்கை சுரம்,Siddha,XE3W9,Temperature sensor component of medical device,0.25120171598699886
1563,WAB1.22,Cērkkai Curam,சேர்க்கை சுரம்,Siddha,XE30P,Temperature compensator component of medical device,0.25120171598699886
1563,WAB1.22,Cērkkai Curam,சேர்க்கை சுரம்,Siddha,XE0K7,High pH,0.24533402801239249
1564,WAB1.23,Maruntu Vēka curam,மருந்து வேக சுரம்,Siddha,XM6Q50,"Mercury oxide, yellow",0.28430886359928315
1564,WAB1.23,Maruntu Vēka curam,மருந்து வேக சுரம்,Siddha,1D47,Yellow fever,0.27868088094851656
1564,WAB1.23,Maruntu Vēka curam,மருந்து வேக சுரம்,Siddha,XM0N24,Yellow fever vaccines,0.27868088094851656
1565,WAB1.24,Ciṉa Curam,சின சுரம்,Siddha,1B50,Scarlet fever,0.35704418192024484
1565,WAB1.24,Ciṉa Curam,சின சுரம்,Siddha,1A07.Z,"Typhoid fever, unspecified",0.35704418192024484
1565,WAB1.24,Ciṉa Curam,சின சுரம்,Siddha,1C11.00,Oroya fever,0.35704418192024484
1566,WAB1.25,Kāma Curam,காம சுரம்,Siddha,MB26.1,"Experiences of influence, passivity, and control",0.31013835595379075
1566,WAB1.25,Kāma Curam,காம சுரம்,Siddha,QE90,Inadequate parental supervision or control,0.31013835595379075
1566,WAB1.25,Kāma Curam,காம சுரம்,Siddha,XE3YJ,Control valve component of medical device,0.31013835595379075
1567,WAB1.26,Teyva Ciṉa Curam,தெய்வ சின சுரம்,Siddha,1A07.Z,"Typhoid fever, unspecified",0.3168996794842991
1567,WAB1.26,Teyva Ciṉa Curam,தெய்வ சின சுரம்,Siddha,1F05.2,Enteroviral exanthematous fever,0.3168996794842991
1567,WAB1.26,Teyva Ciṉa Curam,தெய்வ சின சுரம்,Siddha,XN7W2,Alkhurma hemorrhagic fever virus,0.3168996794842991
1568,WAC,Aiyam,ஐயம்,Siddha,XA5JN1,Internal carotid plexus,0.5441242343168466
1568,WAC,Aiyam,ஐயம்,Siddha,XA5JN6,Internal capsule,0.5441242343168466
1568,WAC,Aiyam,ஐயம்,Siddha,XA78C0,Internal carotid artery,0.5441242343168466
1569,WAC1.1,Kapa Curam,கப சுரம்,Siddha,XE76Q,Sports mat for playing sports or exercise,0.24258319616301188
1569,WAC1.1,Kapa Curam,கப சுரம்,Siddha,XE6HE,Trampoline for playing sports or exercise,0.24258319616301188
1569,WAC1.1,Kapa Curam,கப சுரம்,Siddha,6A01.0,Developmental speech sound disorder,0.22200583545271166
1570,WAC1.2,Kapavāta Curam,கபவாத சுரம்,Siddha,1D42,O'nyong-nyong fever,0.2965428870547085
1570,WAC1.2,Kapavāta Curam,கபவாத சுரம்,Siddha,1A08,Paratyphoid fever,0.2965428870547085
1570,WAC1.2,Kapavāta Curam,கபவாத சுரம்,Siddha,1C31.Z,"Spotted fever, unspecified",0.2965428870547085
1571,WAC1.3,Kapapitta Curam,கபபித்த சுரம்,Siddha,1A07.Z,"Typhoid fever, unspecified",0.40321400234281396
1571,WAC1.3,Kapapitta Curam,கபபித்த சுரம்,Siddha,1C31.2,Spotted fever due to Rickettsia sibirica,0.40321400234281396
1571,WAC1.3,Kapapitta Curam,கபபித்த சுரம்,Siddha,1D44,Rift Valley fever,0.40321400234281396
1572,WAC1.4,Kalappu Curam,கலப்பு சுரம்,Siddha,JB0D.2,"Pyrexia during labour, not elsewhere classified",0.35064917510708277
1572,WAC1.4,Kalappu Curam,கலப்பு சுரம்,Siddha,5C80.2,Mixed hyperlipidaemia,0.23548649393601248
1572,WAC1.4,Kalappu Curam,கலப்பு சுரம்,Siddha,XH2VZ8,"Adrenal cortical adenoma, mixed cell",0.23548649393601248
1573,WAC1.5,Manta Curam,மந்த சுரம்,Siddha,ME01,Abdominal distension,0.2514052673277653
1573,WAC1.5,Manta Curam,மந்த சுரம்,Siddha,1C31.2,Spotted fever due to Rickettsia sibirica,0.2348148330671972
