,NAMC_ID,NAMC_CODE,NAMC_term,NAMC__term_diacritical,NAMC__term_DEVANAGARI,short_definition,long_definition,ontology_branches,section
2165,2232,NB-4.1.1,VATIKA SNAYUKA,vātika snāyuka,वातिक स्नायुक,snAyuka due to vāta ,blackish discoloration dry with severe pain,,Ayurveda
2166,2233,NB-4.1.2,PITTAJA SNAYUKA,pittaja snāyuka,पित्तज स्नायुक,snAyuka due to pitta ,bluish tinge yellowish burning sensation,,Ayurveda
2167,2235,O,KSHUDRAROGAH,kṣudrarōgaḥ,क्षुद्ररोगः,minor disorders ,,,Ayurveda
2168,2236,O-1,AGNIROHINI,agnirōhiṇī,अग्निरोहिणी,vesicles arising in axilla ,blisters with internal burning sensation blisters in axilla fever blisters resemble blazing of fire blisters burrowing muscle,,Ayurveda
2169,2237,O-2,AJAGALLIKA,ajagallikā,अजगल्लिका,painless greengram like papules in children ,hard nodular/papular lesions painless nodule nodule of the size of green gram skin coloured nodule waxy/ unctuous lesion,Note: Also Classifed under bālarōgaḥ-saṅkīrṇa[MD],Ayurveda
2170,2238,O-3,ANUSAYI,anuśayī,अनुशयी,deep rooted abscess in foot ,less inflammed nodules deep routed lesion lesion with tendency to suppurate internally skin coloured nodule located in scalp/ head,,Ayurveda
2171,2239,O-4,ANDHALAJI/ANTRALAJI,andhālajī/antrālajī,अन्धालजी/अन्त्रालजी,elevated papule ,Lesion with small amount of pus or with less tendency to suppurate lesion without punctum raised circular lesion thick and firm lesion lesion resembling unripe fig fruit,,Ayurveda
2172,2241,O-5,AVAPIDAKAH,avapīḍakaḥ,अवपीडकः,prepucial tears ,fissuring or cracking of skin of prepuce,,Ayurveda
2173,2242,O-6,ALASAH,alasaḥ,अलसः,interdigital inflammation ,pain in the interdigital areas of feet itching in the interdigital areas of feet sticky moistness of interdigital areas of feet burning sensation of interdigital areas of feet,,Ayurveda
2174,2243,O-7,ARUMSHIKA,arūṁṣikā,अरूंषिका,eruptions on head having multiple openings/furunculosis ,wet papules on scalp scalp lesions with multiple openings lesion resembling the size and shape and colour of mustard seed lesion resembling the size and shape of jyotishmati seeds (celastrus paniculata),,Ayurveda
2175,2244,O-8,INDRAVIDDHA,indraviddhā,इन्द्रविद्धा,lotus pod lesion ,numerous papular lesions conglomerated to give the appearance of lotus flower thalamus,,Ayurveda
2176,2245,O-9,UTKOTHAH,utkōṭhaḥ,उत्कोठः,multiple pruritic rashes ,kōtha that recur again and again,,Ayurveda
2177,2246,O-10,KOTHAH,kōṭhaḥ,कोठः,skin eruption/wheal/pruritic sanguineous lesion ,reddish circular rash multiple circular lesions or rashes lesions associated with excessive itching,Note: Also Classifed under śōṇitajanyarōgaḥ[ED-2] and raktavahasrōtōvikāra [ED],Ayurveda
2178,2247,O-11,IRIVELLIKA,irivēllikā,इरिवेल्लिका,circular eruptions on neck and head due to three dōṣa ,occurrence of lesion associated with fever papularlesion that occur in supra-clavicular region circular lesion papular lesion associated with severe pain,,Ayurveda
2179,2248,O-12,KAKSHAH,kakṣāḥ,कक्षाः,hidradenitis suppurativa/axillary or inguinal abscess ,vesicular lesions in upper arm vesicular lesions in and around flanks vesicular lesions in peri-axillar regions vesicular lesions in shoulder black coloured vesicular lesions painful vesicles minute papular/vesicular lesions lesions that appear like laajaa (parched paddy) lesions that are thick and dense,,Ayurveda
2180,2249,O-13,KACCAPIKA,kacchapikā,कच्छपिका,testudinal lesion ,hard nodular swelling tortoise shell like swelling which is elevated in the middle 5 or 6 in number,,Ayurveda
2181,2250,O-14,KADARAH,kadaraḥ,कदरः,corn/callosity ,swelling resembling the size and shape of indian jujube (kōla) swelling that appear like nail,,Ayurveda
2182,2251,O-15,KUNAKHAH,kunakhaḥ,कुनखः,paronychia ,rough appearance and texture of nails blackish coloured nails dry nails,,Ayurveda
2183,2253,O-16,GANDHANAMA/GANDHAMALA,gandhanāmā/gandhamālā,गन्धनामा/गन्धमाला,solitary large black vesicle ,lesion resembling vesicles one in number single vesicular lesion in upper arm single vesicular lesion in the shoulder region single vesicular lesion in the flanks single vesicular lesion in the axillary region large vesicular swelling vesicle/lesions resembling parched paddy,,Ayurveda
2184,2254,O-17,GARDABIKA,gardabhikā,गर्दभिका,blood blister ,main lesion surrounded by reddish many small lesions rounded eruptions rounded lesions elevated lesions lesions associated with severe pain abundant papular lesions,,Ayurveda
2185,2255,O-18,GUDABRAMSAH,gudabhraṁśaḥ,गुदभ्रंशः,rectal prolapse ,rectal prolapse,,Ayurveda
2186,2256,O-19,CARMAKILAH,carmakīlaḥ,चर्मकीलः,wart ,nail like projection from skin surface fixed projection rough textured projection pile mass like projection from skin surface more elevated than maśa whitish projection blackish projection,,Ayurveda
2187,2257,O-19.1,VATIKA-CARMAKILAH,vātika-carmakīlaḥ,वातिक-चर्मकीलः,carmakīla due to vāta ,projection associated with pricking pain roughness/dryness,,Ayurveda
2188,2258,O-19.2,PAITTIKA-CARMAKILAH,paittika-carmakīlaḥ,पैत्तिक-चर्मकीलः,carmakīla due to pitta ,black pile mass,,Ayurveda
2189,2259,O-19.3,KAPAJA-CARMAKILAH,kaphaja-carmakīlaḥ,कफज-चर्मकीलः,carmakīla due to kapha ,Skin coloured nail like projection knotted nail like projection over skin surface unctuous nail like projection,,Ayurveda
2190,2260,O-20,CIPYAM/AKSHATA/UPANAKHA,cipyam/akṣatā/upanakha,चिप्यम्/अक्षता/उपनख,whitlow ,burning sensation in lateral wall of eponychium pus formation in the lateral wall of eponychium intense burning sensation in the area between nails and skin underneath the nails intense burning sensation in the area between nails and skin underneath the nails fever pain over and under nails,,Ayurveda
2191,2261,O-21,JATUMANIH,jatumaṇiḥ,जतुमणिः,birthmark-reddish ,painless circular lesion slightly elevated from skin surface minute lesion reddish or reddish tinged smooth textured lesion appear like carmakīla present since birth / congenital,,Ayurveda
2192,2262,O-22,JALAGARDABAH,jālagardabhaḥ,जालगर्दभः,non-suppurating cellulitis ,slow spreading swelling swelling with less tendency to suppurate little swelling copper coloured swelling associated with fever,,Ayurveda
2193,2263,O-23,TILAKAH/TILAKALAKA,tilakaḥ/tilakālaka,तिलकः/तिलकालक,sesame-eruption ,Black coloured lesion localized on skin surface sesame sized lesion painless lesion macular lesion/unelevated from skin,Note: Also Classifed under śukravahasrōtōvikāraḥ[EI],Ayurveda
2194,2265,O-24,NYACCAH,nyacchaḥ,न्यच्छः,birth mark-bluish ,circular patches on body large sized patches small sized patches bluish black coloured patches blackish coloured patches painless patches,,Ayurveda
2195,2266,O-25,NIRUDDHAPRAKASAH,niruddhaprakaśaḥ,निरुद्धप्रकशः,phimosis ,obstruction to urinary tract/meatus weak urine flow inability to retract prepuce painless urination without force,,Ayurveda
2196,2267,O-26,NILIKA,nīlikā,नीलिका,black patch ,Black coloured cicular lesion on body Black coloured circular lesion on face painless circular lesion thin lesion over body or face,,Ayurveda
2197,2268,O-27,PANASIKA,panasikā,पनसिका,ear abscess ,associated with severe pain nodular swelling over ear pinna nodular swelling in the surrounding of external ear nodular swelling on the posterior surface of pinna nodule that resembles the root of lotus hard nodular swelling fixed nodular swelling,,Ayurveda
2198,2269,O-28,PRASUPTIH,prasuptiḥ,प्रसुप्तिः,hypoesthesia ,mild or no itching pale coloured skin numbness gradual loss of tactile sensation in skin absence of oozing and moistness,,Ayurveda
2199,2270,O-29,PADMINIKANTAKAH,padminīkaṇṭakaḥ,पद्मिनीकण्टकः,papules-lotus thorn ,Thorny projections circular elevated lesions associated with itching thorny projections that appear like lotus painless whitish projection,,Ayurveda
2200,2272,O-30,PARIVARTIKA,parivartikā,परिवर्तिका,paraphimosis ,foreskin of prepuce gets stuck behind the glans penis and hangs underneath like a gland,,Ayurveda
2201,2273,O-30.1,VATAJA-PARIVARTIKA,vātaja-parivartikā,वातज-परिवर्तिका,paraphimosis due to vāta ,painful swelling that hangs underneath the prepuce may be associated with burning sensation may be associated with suppuration,,Ayurveda
2202,2274,O-30.2,KAPAJA-PARIVARTIKA,kaphaja-parivartikā,कफज-परिवर्तिका,paraphimosis due to kapha ,associated with itching hard in nature,,Ayurveda
2203,2276,O-31,PADADARI,pādadārī,पाददारी,cracked plantar sole ,Fissuring and cracking of feet associated with pain,,Ayurveda
2204,2277,O-32,PASHANAGARDABAH,pāṣāṇagardabhaḥ,पाषाणगर्दभः,temporomandibular inflammation ,Swelling in the joint of lower jaw swelling with pain in joint of lower jaw firm swelling in the joint of lower jaw,,Ayurveda
2205,2278,O-33,MASHAKAH,maṣakaḥ,मषकः,blackgram-spots ,painless round lesions in the body lesion that appear like māṣa (black gram) blackish coloured lesion elevated from the skin surface,,Ayurveda
2206,2279,O-34,YAVAPRAKHYA,yavaprakhyā,यवप्रख्या,barley seed-macule ,knotted lesions lesions located in muscle tissue barley shaped lesions (thin rimed thick in the middle) very hard lesions,,Ayurveda
2207,2280,O-35,YUVANAPIDAKA (MUKHADUSHIKA),yuvānapiḍakā (mukhadūṣikā),युवानपिडका (मुखदूषिका),pimples ,lesion resembling the prickles of silk cotton tree occurs in the face of young people associated with pain thick and dense lesion presence of fatty pultaceous material inside the lesion,,Ayurveda
2208,2281,O-36,RAJIKA,rājikā,राजिका,mustard seed-erruptions ,papules resembling the shape size and appearance of mustard seed lesions that are thick and dense associated with pain,,Ayurveda
2209,2282,O-37,LANCANAM,lāñchanam,लाञ्छनम्,congenital black white patch ,black coloured patch white coloured patch unelevated patch,,Ayurveda
2210,2283,O-38,RAKASA,rakasā,रकसा,rasakA-kuṣṭha /pustular dermatitis ,itching papule without discharge,Note: Also Classifed under raktavahasrōtōvikāraḥ[ED],Ayurveda
2211,2284,O-39,RUHYA/ INDRALUPTAH,rūhyā/ indraluptaḥ,रूह्या/ इन्द्रलुप्तः,aloepecia ,fall of hairs Absence of hair regrowth in that area,Note: Also Classifed under kṣudrarōgaḥ[O],Ayurveda
2212,2285,O-40,VARAHADAMSHTRAKAH,varāhadaṁṣṭrakaḥ,वराहदंष्ट्रकः,pig-bite like skin lesion ,severe pain itching sensation fever associated with suppuration of the skin associated with burning sensation reddish coloured appearance of circumference of lesion,,Ayurveda
2213,2286,O-41,VALMIKAH,valmīkaḥ,वल्मीकः,termitarium like skin lesion ,occurrence of lesion with multiple minute opening in palm resembling ant-hill occurrence of lesion with multiple minute opening in sole resembling ant-hill occurrence of lesion with multiple minute opening in supra-clavicular region resembling ant-hill occurrence of lesion with multiple minute opening at joints resembling ant-hill pain associated with itching burning sensation excessive sticky discharge gradual development pricking pain,,Ayurveda
2214,2287,O-42,VYANGAH,vyaṅgaḥ,व्यङ्गः,black patches on face ,blackish or brownish circular patch on face patch which is thin painless patches,,Ayurveda
2215,2288,O-42.1,VATIKAVYANGAH,vātikavyaṅgaḥ,वातिकव्यङ्गः,vyaṅga due to vāta ,,,Ayurveda
2216,2289,O-42.2,PAITTIKA-VYANGAH,paittika-vyaṅgaḥ,पैत्तिक-व्यङ्गः,vyaṅga due to pitta ,,,Ayurveda
2217,2290,O-42.3,KAPAJA-VYANGAH,kaphaja-vyaṅgaḥ,कफज-व्यङ्गः,vyaṅga due to kapha ,,,Ayurveda
2218,2291,O-42.4,RAKTAJA-VYANGAH,raktaja-vyaṅgaḥ,रक्तज-व्यङ्गः,vyaṅga due to rakta ,,,Ayurveda
2219,2293,O-43,VIDARIKA,vidārikā,विदारिका,puraria tuberose Rhizome like abscess ,round papule resembling a vidārī tuber curcular lesion like vidārikanda in axilla curcular lesion like vidārikanda in groin,,Ayurveda
2220,2294,O-44,VIVRUTA,vivr̥tā,विवृता,fig fruit like papules ,lesion resembling a ripe fig intense burning sensation lesion with wide opening round shaped fever,,Ayurveda
2221,2295,O-45,VIDDHA,viddhā,विद्धा,bulb of lotus flower like skin lesion ,Eruption resembling bulb of lotus flower,,Ayurveda
2222,2296,O-46,VISPOTAKAH,visphōṭakaḥ,विस्फोटकः,vesicles/bullae ,appearance resembling burnt scar blisters associated with fever,Note: Also Classifed under raktavahasrōtōvikāraḥ[ED],Ayurveda
2223,2297,O-46.1,VATAJA-VISPOTAKAH,vātaja-visphōṭakaḥ,वातज-विस्फोटकः,visphōṭa due to vāta ,blackish discolouration fever thirst breaking type of pain in small joints headache severe pain,,Ayurveda
2224,2298,O-46.2,PITTAJA-VISPOTAKAH,pittaja-visphōṭakaḥ,पित्तज-विस्फोटकः,visphōṭa due to pitta ,fever thirst burning sensation inflammation/suppuration yellowish red dis colouration pain discharge,,Ayurveda
2225,2299,O-46.3,KAPAJA-VISPOTAKAH,kaphaja-visphōṭakaḥ,कफज-विस्फोटकः,visphōṭa due to kapha ,tastelessness painless itching hardness take a long time to suppurate vomiting dullness/ frigidity/inactiveness pallor,,Ayurveda
2226,2300,O-46.4,RAKTAJA-VISPOTAKAH,raktaja-visphōṭakaḥ,रक्तज-विस्फोटकः,visphōṭa due to rakta ,look like gunja or vidruma/ coral,,Ayurveda
2227,2301,O-46.5,DVANDVAJA/VISPOTAKAH,dvandvaja/visphōṭakaḥ,द्वन्द्वज/विस्फोटकः,visphōṭa due to vitiation of any two dōṣa ,,,Ayurveda
2228,2302,O-46.6,VATAPITTAJA/VISPOTAH,vātapittaja/visphōṭaḥ,वातपित्तज/विस्फोटः,visphōṭa due to vāta and pitta ,severe pain,,Ayurveda
2229,2303,O-46.7,KAPAVATIKA/VISPOTAH,kaphavātika/visphōṭaḥ,कफवातिक/विस्फोटः,visphōṭa due to kapha and vāta ,itching a sensation of being covered with wet clothes heaviness,,Ayurveda
2230,2304,O-46.8,KAPAPAITTIKA/VISPOTAH,kaphapaittika/visphōṭaḥ,कफपैत्तिक/विस्फोटः,visphōṭa due to kapha and pitta ,burning sensation fever vomitings itching,,Ayurveda
2231,2305,O-46.9,SANNIPATAJA/VISPOTAH,sānnipātaja/visphōṭaḥ,सान्निपातज/विस्फोटः,visphōṭa due to three dōṣa ,fever tendency for mild suppuration hard vesicles vomiting drowsiness/lassitude thirst burning sensation excess talking/irrelevant speech/incoherent speech lesions depressed in centre and raised in the periphery syncope/attacks of swooning confusion/delirium redness/congestion pain shivering/tremors,,Ayurveda
2232,2306,O-47,VRUSHANAKACCUH,vr̥ṣaṇakacchūḥ,वृषणकच्छूः,scrotal dermatitis ,itching in scrotal region sudden apprearence of blisters presence of secretion from blisters,,Ayurveda
2233,2307,O-48,SARKARARBUDAH,śarkarārbudaḥ,शर्करार्बुदः,crystal-hard arbuda /granulated tumors ,variegated colouration moistening / soddening foul smell sudden occurrence of bleeding honey like discharge clarified butter like discharge discharge resembling fat,Note: Also Classifed under māṁsavahasrōtōvikāraḥ[EE],Ayurveda
2234,2308,O-49,SANNIRUDDHAGUDAH,sanniruddhagudaḥ,सन्निरुद्धगुदः,anal stenosis ,difficulty in defecation narrowed anal opening,,Ayurveda
2235,2309,O-50,SYAVAPINDIKA,śyāvapiṇḍikā,श्यावपिण्डिका,black-vesicles ,,,Ayurveda
2236,2310,O-51,ALASYAM,ālasyam,आलस्यम्,laziness/lethargy (due to kaphadōśa and other dōṣa ,,,Ayurveda
2237,2311,O-52,UTKLESAH,utklēśaḥ,उत्क्लेशः,regurgitation of food ,,,Ayurveda
2238,2312,O-53,GLANIH,glāniḥ,ग्लानिः,exhaustion ,,,Ayurveda
2239,2314,P,VISHAH,viṣaḥ,विषः,poisoning ,,,Ayurveda
2240,2315,P-1,VATAJAVISHA,vātajaviṣa,वातजविष,poisoning- vāta ,less manifestation of the signs and symptoms of kapha and pitta thirst semiconsciousness or stupefaction distress/dicontent/restlessness syncope/attacks of swooning choking sensation in throat vomiting frothy salivation,,Ayurveda
2241,2316,P-2,PITTAJAVISHA,pittajaviṣa,पित्तजविष,poisoning-pitta ,less manifestation of the signs and symptoms of kapha and vāyu thirst coughing fever vomiting exhaustion without exertion burning sensation blackouts diarrhoea,,Ayurveda
2242,2317,P-3,KAPAJAVISHA,kaphajaviṣa,कफजविष,poisoning-kapha ,less manifestation of the signs and symptoms of vāyu and pitta breathlessness/difficult breathing choking sensation in throat itching salivation vomiting,,Ayurveda
2243,2318,P-4,VISHASEVANAJANYA LAKSHANA,viṣasēvanajanya lakṣaṇa,विषसेवनजन्य लक्षण,symptoms of poisoning ,"passingof frequent stools, similar in colour to house -soot along with passage of flatus abdomen is excessively distended sheds hot tears complexion becomes dis coloured exhaustion frothy vomiting",,Ayurveda
2244,2319,P-5,NIRVISHAPURUSHAH,nirviṣapuruṣaḥ,निर्विषपुरुषः,recovered from poison ,equilibrium state of dōṣa equilibrium state of dhatu desire for food passing the urine normally passing the faeces normally pleasant complexion pleasant state of sense organs pleasant state of mind pleasant bodily activity,,Ayurveda
2245,2320,P-6,ASADHYA-VISHAH,asādhya-viṣaḥ,असाध्य-विषः,irremediable poisoning ,bluish black colour breathlessness/difficult breathing does not bleed if hurt by weapon no linear impressions when tied with thread/ creeper no sense of horripilation on exposure to cold deviation of mouth hair fall impaired functions of nose feeble voice blackish swelling at bite site hematoma at bite site stiffness of mandibular joints thick frothing from mouth bleeding from upper and lower orifices of body  severe insanity with signs of complications sunken voice discolouration excessive without vēga with fatal signs,,Ayurveda
2246,2321,PA,ANNAPANADI VISHALAKSHANA,annapānādi viṣalakṣaṇa,अन्नपानादि विषलक्षण,poisoning-edibles ,,,Ayurveda
2247,2322,PA-1,VISHA-ANNAPANAGANDHAH,viṣa-annapānagandhaḥ,विष-अन्नपानगन्धः,poisoning-food smell ,headache precordial pain/cardiac pain syncope/attacks of swooning rolling of eyes,,Ayurveda
2248,2323,PA-2,VISHADUSHTA-ANNABASHPASEVANAM,viṣaduṣṭa-annabāṣpasēvanam,विषदुष्ट-अन्नबाष्पसेवनम्,poisoning-steam ,precordial pain/cardiac pain rolling of eyes headache syncope/attacks of swooning,,Ayurveda
2249,2324,PA-3,VISHANNASPARSA/PANIVISHAH,viṣānnasparśa/pāṇiviṣaḥ,विषान्नस्पर्श/पाणिविषः,contact poisoning-palm ,"swelling in palms, hands numbness in fingers, hands burning sensation in palms pricking pain breaking/ decaying/ falling off of the finger nails itching burning sensation with sweating and restlessness fever pain blisters hair fall",,Ayurveda
2250,2325,PA-4,SAVISHA-KUNJARADI VAHANA/YANA,saviṣa-kuñjarādi vāhana/yāna,सविष-कुञ्जरादि वाहन/यान,poisoning-riding ,tongue becomes stony hard unable to perceive taste pricking pain burning sensation salivation,,Ayurveda
2251,2326,PA-5,SAVISHA-JALAPANAH,saviṣa-jalapānaḥ,सविष-जलपानः,poisoning-drinks ,swelling wheal like skin eruptions papule/ eruptions death,,Ayurveda
2252,2327,PA-6,MUKHAGATAVISHA/VAKTRAGATAVISHA,mukhagataviṣa/vaktragataviṣa,मुखगतविष/वक्त्रगतविष,poisoning-oral cavity ,tingling sensation in lips swelling of the tongue numbness of the tongue dis colouration of the tongue tenderness or intolerance to be touched in teeth stiffness of jaw burning sensation in the mouth salivation diseases of throat heaviness/ numbness at the base of tongue tenderness or intolerance to be touched in teeth/ dental hyperasthesia burning sensation with sweating and restlessness tingling sensation in mouth/ face inability to perceive taste,,Ayurveda
2253,2328,PA-7,AMASAYAGATA-VISHAH,āmāśayagata-viṣaḥ,आमाशयगत-विषः,poisoning-upper bowel ,discolouration perspiration exhaustion or tiredness to body and mind nausea/provocation of dōṣa impairement in sight feeling of obstruction in the precordial region/impairment of cardiac activity- bradycardia multiple spots on body syncope/attacks of swooning vomiting diarrhoea abdominal distension burning sensation shivering/tremors impairment of sense organs intoxication horripilation tastelessness giddiness or dizziness,,Ayurveda
2254,2329,PA-8,PAKVASAYAGATAVISHAH,pakvāśayagataviṣaḥ,पक्वाशयगतविषः,poisoning-lower bowel ,syncope/attacks of swooning intoxication confusion/delirium burning sensation loss of strength drowsiness/lassitude emaciation pallor diarrhoea thirst impairment of sense organs gurgling sound of the intestines/ barborygmus pallor emaciation diminution of physical strength abdominal distention vomitus of various colours urine of various colours stools with various colours,,Ayurveda
2255,2332,PA-9,SAVISHA DANTANAKHAKSHATAH,saviṣa dantanakhakṣataḥ,सविष दन्तनखक्षतः,"poisoning-nail scratch, bite ",teeth brush gets destructed swelling of gums swelling of lips swelling of tongue oedema suppuration redness/congestion fever discharge pain,,Ayurveda
2256,2333,PA-10,SAVISHA-ABYANGAM,saviṣa-abhyaṅgam,सविष-अभ्यङ्गम्,poisoning-oil massage ,"itching pain wheal like skin eruptions papule/ eruptions horripilation/ascent of hairs tingling sensation oedema blisters discharge suppuration of skin perspiration fever cracks, fissuring of māṁsa burning sensation in skin craks, fissuring of skin",,Ayurveda
2257,2334,PA-11,SAVISHA-UTSADANAH,saviṣa-utsādanaḥ,सविष-उत्सादनः,poisoning-dry massage ,"itching pain wheal like skin eruptions papule/ eruptions horripilation/ascent of hairs tingling sensation oedema blisters discharge suppuration of skin perspiration fever cracks, fissuring of māṁsa burning sensation in skin craks, fissuring of skin",,Ayurveda
2258,2335,PA-12,SAVISHA-AVALEKHANAM,saviṣa-avalēkhanam,सविष-अवलेखनम्,poisoning-comb ,hairfall headache bleeding from the hair pores appearence of nodular swelling on the scalp/ supraclavicular parts,,Ayurveda
2259,2336,PA-13,SAVISHA-SIROBYANGAM,saviṣa-śirōbhyaṅgam,सविष-शिरोभ्यङ्गम्,poisoning-hair oil ,falling of hairs headache appearence of nodular swelling on the scalp/ supraclavicular parts bleeding from the hair pores,,Ayurveda
2260,2337,PA-14,SAVISHA-SNANAH,saviṣa-snānaḥ,सविष-स्नानः,poisoning-bathing ,itching pain wheal like skin eruptions papule/ eruptions horripilation/ascent of hairs tingling sensation oedema,,Ayurveda
2261,2338,PA-15,SAVISHA-VASTRADHARANAM,saviṣa-vastradhāraṇam,सविष-वस्त्रधारणम्,poisoning-clothing ,itching pain wheal like skin eruptions papule/ eruptions horripilation/ascent of hairs tingling sensation oedema,,Ayurveda
2262,2339,PA-16,SAVISHA-VARNAKAH,saviṣa-varṇakaḥ,सविष-वर्णकः,poisoning-cosmetics ,itching pain wheal like skin eruptions papule/ eruptions horripilation/ascent of hairs tingling sensation oedema,,Ayurveda
2263,2340,PA-17,SAVISHA-MUKHALEPAH,saviṣa-mukhalēpaḥ,सविष-मुखलेपः,poisoning-facial cosmetics ,"blackishness of face thorny projections that appear like lotus itching pain wheal like skin eruptions papule/ eruptions horripilation/ascent of hairs tingling sensation oedema blisters discharge suppuration of skin perspiration fever cracks, fissuring of māṁsa burning sensation in skin craks, fissuring of skin",,Ayurveda
2264,2341,PA-18,SAVISHA-KUNJARADI VAHANA/YANA,saviṣa-kuñjarādi vāhana/yāna,सविष-कुञ्जरादि वाहन/यान,poisoning-riding ,"burning sensation in palm burning soles breaking type of pain in palms breaking type of pain in soles exhaustion without exertion indigestion blisters on buttocks blisters on anal region blisters on penis blisters on scrotum burning sensation in skin perspiration suppuration of skin blisters on skin craks, fissuring of skin",,Ayurveda
2265,2342,PA-19,SAVISHA-NASYA/SAVISHA-DHUPANAM/DHUMAPANAH,saviṣa-nasya/saviṣa-dhūpanam/dhūmapānaḥ,सविष-नस्य/सविष-धूपनम्/धूमपानः,poisoning-smoke ,headache precordial pain/cardiac pain syncope/attacks of swooning rolling of eyes bleeding from the pores secretion of mucus impairment of sense organs,,Ayurveda
2266,2343,PA-20,SAVISHA-PUSHPAGANDHAH/SAVISHAMALYOPAYOGA,saviṣa-puṣpagandhaḥ/saviṣamālyōpayōga,सविष-पुष्पगन्धः/सविषमाल्योपयोग,poisoning-smell ,headache causing horripilation discolouration tearful eyes/ watering of eyes,,Ayurveda
2267,2344,PA-21,SAVISHA-KARNAPURANAM,saviṣa-karṇapūraṇam,सविष-कर्णपूरणम्,poisoning-ear drops ,impaired hearing swelling in ear pain in ear discharge suppuration,,Ayurveda
2268,2345,PA-22,SAVISHA-ANJANA,saviṣa-añjana,सविष-अञ्जन,poisoning-collyrium ,burning of eyes discharge from eyes stickiness oedema redness/congestion lacrimation burning sensation pain impaired vision blindness,,Ayurveda
2269,2346,PA-23,VISHAJUSHTA-PADUKADHARANAM,viṣajuṣṭa-pādukādhāraṇam,विषजुष्ट-पादुकाधारणम्,poisoning-footcare ,oedema discharge numbness in feet blisters,,Ayurveda
2270,2347,PA-24,SAVISHA-CATROPAYOGAH,saviṣa-chatrōpayōgaḥ,सविष-छत्रोपयोगः,poisoning-umbrella ,pain quick suppuration blisters resembling ripe jambu (black plum),,Ayurveda
2271,2348,PA-25,SAVISHA-BUSHANA DHARANA/ALANKARAH,saviṣa-bhūṣaṇa dhāraṇā/alaṅkāraḥ,सविष-भूषण धारणा/अलङ्कारः,poisoning-ornaments ,"burning sensation inflammation/suppuration craks, fissuring of skin itching pain wheal like skin eruptions papule/ eruptions horripilation/ascent of hairs tingling sensation oedema",,Ayurveda
2272,2349,PA-26,VISHADIGDHA-VIDDHAH/VISHADIGDHA SASTRA/VISHALIPTASASTRAHATAH,viṣadigdha-viddhaḥ/viṣadigdha śastra/viṣaliptaśastrahataḥ,विषदिग्ध-विद्धः/विषदिग्ध शस्त्र/विषलिप्तशस्त्रहतः,poisoning-weapon ,thirst syncope/attacks of swooning confusion burning sensation fever frequent affliction discoloration of the skin quick distress tingling sensation as if covered with insects pain in pelvis pain in back headache pain in shoulders pain in joints blackish bleeding impure blood discharge impaired vision vomiting instantaneous dysponea instantaneous cough wound/ ulcer having reddish yello borders and blackishness centrally oedema suppuration blackish discoluration of māṁsa decaying of wet māṁsa constant sticky discharge from māṁsa,,Ayurveda
2273,2350,PA-27,TUNDAHATAH,tuṇḍāhataḥ,तुण्डाहतः,contact with snake saliva without bite ,excessive salivation and wet body parts no signs of bite,,Ayurveda
2274,2351,PA-28,VYALIDHAH,vyālīḍhaḥ,व्यालीढः,snake bite with one or two bite marks with out bleeding ,one or two bite signs no bleeding,,Ayurveda
2275,2352,PA-29,VYALUPTAH,vyāluptaḥ,व्यालुप्तः,snake bite with one or two bite marks with bleeding ,two with bleeding,,Ayurveda
2276,2353,PA-30,DASHTAKAH,daṣṭakaḥ,दष्टकः,snake bite with three bite marks with penetration of muscle tissue and bleeding ,three teeth marks of bite cutting of māṁsa (muscle) continuous bleeding,,Ayurveda
2277,2354,PA-31,DASHTANIPIDITAH,daṣṭanipīḍitaḥ,दष्टनिपीडितः,snake bite with four bite marks with penetration of muscle tissue and bleeding ,four bite marks,,Ayurveda
2278,2355,PA-32,SAVISHA-DAMSAH,saviṣa-daṁśaḥ,सविष-दंशः,poisoning-animal bite ,numbness at bite site blackish bleeding precordial pain/cardiac pain headache fever rigidity/stiffness thirst syncope/attacks of swooning itching pricking type of pain discolouration moistening / soddening fever giddiness or dizziness internal burning sensation redness/congestion pain inflammation/suppuration oedema glandular swellings contractions cracking of the tissue in place of bite blister thorny circular patches all over,,Ayurveda
2279,2356,PA-33,SAVISHA-ABYAVAHARANAM,saviṣa-abhyavaharaṇam,सविष-अभ्यवहरणम्,intake of poison ,tingling sensation in lips burning sensation in mouth heaviness/ numbness at the base of tongue stiffness of jaw tenderness or intolerance to be touched in teeth/ dental hyperasthesia salivation unable to perceive taste heaviness of tongue stiffness/ heaviness of lips burning sensation with sweating and restlessness tingling sensation in mouth/ face,,Ayurveda
2280,2357,PA-34,VISHADUSHTA-JALA,viṣaduṣṭa-jala,विषदुष्ट-जल,poisoning-drinking water ,slimy offensive smell frothy with streaks/ blackish frog and fishes die circulates like a bird  lukewarm heaviness not uniform not prefered by birds appearance of dead fishes in water pain on palpation oedema on palpation itching on palpation,,Ayurveda
2281,2358,PA-35,VISHDUSHITA-JALA-MAJJANA,viṣdūṣita-jala-majjana,विष्दूषित-जल-मज्जन,swimming in poisoned water ,vomiting semiconsciousness or stupefaction fever burning sensation oedema,,Ayurveda
